	B.M,r	B.M,p	B.T2D-NGT,fc	B.T2D-NGT,p	B.M,q	B.T2D-NGT,q	name
ENSG00000188092	0.016005641957997512	0.9178681334022138	-0.03545454545454696	0.6559652414832131	0.9794164677169225	0.9381163463304292	GPR89B
ENSG00000232527	-0.24043584336731777	0.11592312363638134	0.13090909090909086	0.049003672082914916	0.47263244275627536	0.5559873641883145	AC245595.1
ENSG00000198019	0.057342375668155025	0.7115906497130233	0.045454545454545414	0.2630543977232358	0.9144705728337227	0.7946868827604535	FCGR1B
ENSG00000275974	-0.27928787575166586	0.06636096614192379	0.16136363636363615	0.011214761637866819	0.36824776406040033	0.4354900359907929	PPIAL4F
ENSG00000150337	-0.10266367050058145	0.5072378829735513	0.030000000000000693	0.3168520059575428	0.8322153039775447	0.8288206272081657	FCGR1A
ENSG00000203812	-0.1422731278416569	0.3569131531127946	-0.10272727272726989	0.5627205696692715	0.7435655386867384	0.9133411724463709	HIST2H2AA3
ENSG00000203852	-0.14520001549253014	0.34700363053557515	0.029545454545453875	0.4842711779666764	0.7365591635216369	0.8924745606542528	HIST2H3A
ENSG00000136631	-0.23725588444633375	0.12097216808760078	0.02045454545454639	0.7266112514298052	0.48267867567028166	0.950263071685861	VPS45
ENSG00000023902	-0.09995776560745576	0.5185534861381047	0.01409090909090871	0.520205263388088	0.8364719041169023	0.9009909989133335	PLEKHO1
ENSG00000118298	0.3496387667369528	0.01999535234365811	-0.08590909090909005	0.6665308912867302	0.20380860878971377	0.9404300806965183	CA14
ENSG00000159208	0.04990836085128182	0.7476612810666733	0.039545454545454106	0.846553378830889	0.9260426790827923	0.9712841485971868	CIART
ENSG00000117360	-0.35829705639133763	0.016933834846504476	0.10818181818181927	0.004180894641855949	0.18564813817979173	0.382203451842998	PRPF3
ENSG00000163125	0.02478843835966592	0.8731026492773515	0.01727272727272755	0.8174901253405318	0.9680794504179452	0.9677989127193453	RPRD2
ENSG00000143374	0.49164323762279094	0.0007009234264031198	-0.129999999999999	0.029097217743667025	0.02828185742581048	0.5086796472478522	TARS2
ENSG00000143369	-0.15084900724155978	0.32836077162541755	0.03272727272727316	0.28833800926966147	0.723589235853023	0.8122145303644838	ECM1
ENSG00000228126	-0.1362418411094593	0.377868076444557	-0.033181818181818645	0.585398877351526	0.755822276667221	0.9201971247782539	FALEC
ENSG00000143382	-0.05752150064215531	0.7107287854893015	0.07772727272727309	0.3267355918104722	0.9142331728038271	0.8325875591546759	ADAMTSL4
ENSG00000143379	-0.027616957040718943	0.858762038317508	0.013181818181818628	0.6461734770484024	0.9626383507822773	0.9354698836319333	SETDB1
ENSG00000143363	-0.04870394564421515	0.7535580375371644	-0.04727272727272691	0.6071846651946359	0.928497765872398	0.9260779669357185	PRUNE1
ENSG00000163141	-0.14741151924531856	0.3396292858604917	-4.440892098500626e-16	0.9999999999999886	0.7325108411677747	1.0	BNIPL
ENSG00000143443	-0.07509358152469776	0.6280597432317317	-0.0031818181818188407	0.9371418258217413	0.8855092467831436	0.9889204188554802	C1orf56
ENSG00000213190	-0.2367910931700668	0.12172382616113217	0.10499999999999865	0.4140774682365478	0.4841370035758423	0.8737542344900081	MLLT11
ENSG00000143458	-0.032536662320303986	0.8339283582279506	0.008181818181816958	0.8940436792192469	0.9573621913543717	0.9806433356865529	GABPB2
ENSG00000143398	0.2750158998050234	0.07080146343586045	-0.125	0.07969285612778061	0.379105334419226	0.6097510944877094	PIP5K1A
ENSG00000159352	-0.27370504582786714	0.0722101081728166	-0.010454545454547493	0.8727134740736135	0.38395389840935384	0.9765311039742488	PSMD4
ENSG00000143375	0.1353137966603392	0.38115601953898126	-0.014545454545455527	0.39251887924854756	0.7586811584200724	0.8633447830288855	CGN
ENSG00000143367	-0.027013720457117286	0.8618168474343474	0.011363636363636243	0.6611453486961812	0.9638466487936578	0.9404670686696955	TUFT1
ENSG00000207606	-0.3836821381082645	0.010139781710264128	0.05681818181818166	0.09911244102089974	0.14057934326900157	0.6412169424249289	MIR554
ENSG00000143376	0.0011283897792439771	0.9941999021301509	0.0031818181818188407	0.9577251493111862	0.99823789727066	0.9930288173859843	SNX27
ENSG00000143450	-0.0793603184470963	0.6086013156367475	0.007272727272727764	0.7380214017808936	0.8777461209577807	0.9516420543680756	OAZ3
ENSG00000186207	0.1151852886917424	0.45654960409794776	-0.022272727272727	0.6618510747200976	0.8049581769088076	0.9399474118850356	LCE5A
ENSG00000169509	0.237809782296162	0.12008098408292608	-0.037272727272727124	0.36421096511774087	0.4813111287105546	0.8520099773086216	CRCT1
ENSG00000244057	0.2566371950986204	0.09264126967140177	-0.10727272727272785	0.13265882001116464	0.4296009419478055	0.6798328784922515	LCE3C
ENSG00000187238	-0.09855035400075203	0.5244883112344643	-0.019999999999998685	0.6748389884201067	0.8405605221683087	0.9431303387809311	LCE3B
ENSG00000187223	0.01575663624405959	0.9191416311566714	-0.04999999999999982	0.40435602387121483	0.9796437885633893	0.8661529083460535	LCE2D
ENSG00000187173	0.019886466587354042	0.8980485155973239	0.036818181818181195	0.6275614851277942	0.9743801412971645	0.9315763859068881	LCE2A
ENSG00000187170	0.05694038605361615	0.7135261247312574	-0.01772727272727259	0.7602604372643502	0.9154832267019759	0.9564971109500304	LCE4A
ENSG00000198854	0.1287593126116447	0.4048558797552759	-0.014545454545455083	0.8106368846231196	0.7748370299274455	0.9664650590208527	C1orf68
ENSG00000240386	-0.1972779797096558	0.19928913341656052	0.01909090909090816	0.6730600596242857	0.59906197460652	0.9422948206529045	LCE1F
ENSG00000186226	0.07779935126078104	0.6156901113589914	-0.043181818181819764	0.36785703901050515	0.8807329123531391	0.8532611006624007	LCE1E
ENSG00000172155	-0.17873395838152234	0.24571008732772037	-0.01636363636363658	0.7945879352295715	0.6496992245821254	0.9642956121931439	LCE1D
ENSG00000196734	0.023233678570619302	0.8810027444634906	-0.009090909090908372	0.8532204920263045	0.9704022698979095	0.972576053776185	LCE1B
ENSG00000186844	-0.12008604018490192	0.43748629564991615	-0.03409090909091095	0.518716740305965	0.7936702285526954	0.9003675065120943	LCE1A
ENSG00000235942	0.19677795610896132	0.20045343314736702	-0.010000000000000231	0.8818219246240924	0.6000952854515753	0.9790460130939382	LCE6A
ENSG00000163206	-0.14631488589315833	0.34327386199122445	0.10636363636363733	0.0426928666989519	0.7344152639773247	0.5526144515486753	SMCP
ENSG00000163207	0.13462150608247825	0.38361970252010036	-0.012272727272727213	0.8003455565429047	0.7607381107934472	0.9648121709094137	IVL
ENSG00000184148	-0.15212947349350878	0.32422370389180444	0.07454545454545514	0.3056429545052749	0.7200777490457992	0.8216641350094326	SPRR4
ENSG00000169474	0.07995206099160235	0.6059232330745477	-0.017272727272726662	0.8143695240870149	0.8768377101924694	0.9671051344232263	SPRR1A
ENSG00000163209	-0.10301428590587826	0.5057808784936644	0.05636363636363706	0.2800764022613568	0.8313012434985295	0.8049616853596422	SPRR3
ENSG00000169469	-0.23852180557858013	0.11894267561998706	0.07181818181818223	0.2667650749776879	0.4784968696956252	0.7972519318931345	SPRR1B
ENSG00000203784	-0.10713028464632265	0.4888366867554387	0.026818181818181408	0.700649912254752	0.8223963889515441	0.9483926320579477	LELP1
ENSG00000203783	-0.2994041847475593	0.04833615437960116	0.03409090909090917	0.5134079782732359	0.31751354104444596	0.8989761407274378	PRR9
ENSG00000203782	0.028747807504158434	0.8530408971171122	0.008181818181816958	0.7873572379779528	0.9618149820902906	0.9628436034967621	LOR
ENSG00000163220	-0.0018681706445295703	0.9903974560537728	-0.10318181818181849	0.44422859852641017	0.9973296700318888	0.8820249277528904	S100A9
ENSG00000184330	0.2109442495926251	0.16929047304419234	0.016363636363635692	0.6084364411399936	0.561486466906966	0.9265379502766934	S100A7A
ENSG00000160678	0.0013395847961555948	0.9931143510271103	-0.05636363636363573	0.6612603216871014	0.9978329091091557	0.9403257851617923	S100A1
ENSG00000160679	-0.11433405061620379	0.4599060483570847	0.011818181818179063	0.8921205449990791	0.8072270960763551	0.9808017416739014	CHTOP
ENSG00000143553	0.06971005103595566	0.6529700333206201	-0.07272727272727053	0.24277042099326088	0.8944767052870931	0.7797084042586853	SNAPIN
ENSG00000143624	0.0752168851713648	0.6274938218423864	-0.03772727272727039	0.5034626142716714	0.8854225871032693	0.8983201998268147	INTS3
ENSG00000143554	-0.12659253732642878	0.4128733213405231	0.006363636363635905	0.715598906846457	0.7781329900320908	0.9491568059373546	SLC27A3
ENSG00000143578	-0.09206757455532609	0.5522508826559291	-0.0031818181818188407	0.8671462401947629	0.8530412296380241	0.9751506155752485	CREB3L4
ENSG00000177954	-0.12121851008416734	0.43314482821701583	0.019999999999999574	0.6869542327190379	0.7902866969714202	0.9457542311306418	RPS27
ENSG00000143569	-0.09448071714761216	0.5418358278777959	0.028636363636366013	0.7034995444404731	0.8476960915332092	0.9489566557039029	UBAP2L
ENSG00000143575	0.551091886509574	0.00010589283870700141	-0.2500000000000018	0.0007840129310831102	0.008372212184618418	0.32002313875280813	HAX1
ENSG00000143595	-0.1648554611664065	0.2848964807364327	-0.003636363636363882	0.916016522981838	0.6859400589692547	0.9851064279993395	AQP10
ENSG00000143515	-0.05998032362062711	0.6989345272880404	0.00045454545454415296	0.9885807132545885	0.9116221165905986	0.997503229608769	ATP8B2
ENSG00000160712	0.017627980706084446	0.9095760672377278	-0.09636363636363576	0.1336007268917348	0.9778207344984748	0.6808826824633359	IL6R
ENSG00000163239	-0.11151885307640479	0.471100624588498	-0.008181818181818734	0.7721405927819431	0.8116970808655459	0.9591374157472518	TDRD10
ENSG00000160716	0.22480962676103144	0.142337169240885	-0.04909090909090885	0.10367868574356516	0.5190737574311268	0.647373992234456	CHRNB2
ENSG00000173207	-0.023740663478524195	0.8784253443411975	-0.037272727272727124	0.3200691558348032	0.9703034388846254	0.8312894085842655	CKS1B
ENSG00000160688	0.32779666779551103	0.02984271656832326	-0.10227272727272751	0.020888992156070846	0.2494282672415285	0.489510801499807	FLAD1
ENSG00000163352	-0.1063987388309174	0.49182650688893226	-0.027272727272726893	0.5383438925875526	0.8236369477067588	0.9066409520914146	LENEP
ENSG00000160685	-0.1131849901001331	0.46445784158254466	-0.015454545454544721	0.6626147547187513	0.8093084518471978	0.9401191637558421	ZBTB7B
ENSG00000169242	0.1288069822805949	0.40468050879074113	0.00045454545454504114	0.9891287438417578	0.7747548309658692	0.9975400891697617	EFNA1
ENSG00000169241	0.040268261672013445	0.7952301889968256	-0.009545454545454746	0.7338865024978347	0.9432274819078446	0.9504999920190375	SLC50A1
ENSG00000163462	-0.21753442942272214	0.15605327609212136	0.009090909090909705	0.5886481315814379	0.5419562924354796	0.9210976201762858	TRIM46
ENSG00000173171	0.09954851758751156	0.5202757626980249	-0.06090909090909058	0.04506804567062386	0.8374030432715023	0.5531708654620909	MTX1
ENSG00000143630	-0.022398146635134144	0.885253045275834	-0.0009090909090900823	0.9705004261474465	0.9714261613430096	0.9959204560184741	HCN3
ENSG00000160752	0.07484566412813708	0.6291982367581525	-0.006363636363635905	0.8391915228883351	0.8859046567928038	0.9710897685743709	FDPS
ENSG00000160753	-0.06291049834723808	0.6849704556461258	0.004999999999999893	0.7905294793699643	0.9063401008293103	0.9629657451524474	RUSC1
ENSG00000132676	0.35413226706068374	0.018352984734293417	-0.0918181818181818	0.020414352161224805	0.19358869474538346	0.48683792001877413	DAP3
ENSG00000132718	0.25016751850581015	0.10146103248999187	-0.06681818181818144	0.24865858827856854	0.4448773525516706	0.7830024293981763	SYT11
ENSG00000173080	-0.22505467800711076	0.1418912338526754	0.1245454545454554	0.020839585998500925	0.5182011936292465	0.4896605267010552	RXFP4
ENSG00000116586	0.251252522003075	0.099938580898038	-0.040000000000000036	0.16469777491298193	0.44262477212272594	0.7178483598889146	LAMTOR2
ENSG00000132698	0.010588372057198862	0.9456143226616451	-0.019090909090909047	0.5762339097159135	0.9870018191815648	0.9169589830764926	RAB25
ENSG00000196189	0.09749050454064381	0.5289795481172892	-0.018181818181818965	0.34467975730486466	0.8431392143620287	0.8401359672566289	SEMA4A
ENSG00000160785	0.3875471972144574	0.009345684219930298	-0.07090909090909125	0.16993917251944266	0.1342352286646617	0.7237981936571846	SLC25A44
ENSG00000260238	0.030961287004434266	0.8418643718003955	-0.03227272727272634	0.5349001946806624	0.9580137094035622	0.9052712580305647	PMF1-BGLAP
ENSG00000163472	-0.145300067063654	0.3466678992078569	0.03090909090909033	0.40053727811579654	0.7362026578216944	0.8655787128156194	TMEM79
ENSG00000163467	0.3981375773797165	0.007437900453150572	-0.03590909090909156	0.24361405036330044	0.1176126385168458	0.7798493182521702	TSACC
ENSG00000132677	-0.13128482871363487	0.3956252443609375	0.01090909090909209	0.3099859659366861	0.769334620986392	0.8241250642412472	RHBG
ENSG00000187862	-0.07510607904024508	0.6280023743216632	0.01409090909090871	0.6183473516455142	0.8854994918134506	0.9300113724149157	TTC24
ENSG00000163382	0.5035958854852716	0.0004926144691066183	-0.14727272727272744	0.07148901174106426	0.02281363894923315	0.5960927002751354	NAXE
ENSG00000132702	-0.14425286021616823	0.35019176137245733	0.01590909090908932	0.5274479494679949	0.7395699429201505	0.903725733020524	HAPLN2
ENSG00000132692	-0.04260055024346342	0.7836468537739802	0.01636363636363658	0.42842393313666005	0.9394556094147191	0.8787772437086195	BCAN
ENSG00000143303	-0.03774992027080675	0.8077865176311045	-0.04227272727272613	0.10143415436278973	0.9467959237035825	0.6436631516181075	RRNAD1
ENSG00000143294	0.003242747926711245	0.9833328013972135	0.01363636363636278	0.841967144981209	0.9957570720662258	0.9710366862941179	PRCC
ENSG00000198400	0.09536752750644006	0.5380322656566915	-0.01681818181818251	0.5965023869845063	0.8468785155417675	0.9242416928276884	NTRK1
ENSG00000187800	-0.07512013043184672	0.627937875046698	0.023636363636364344	0.36545796339943626	0.8855508261947326	0.8529944379769822	PEAR1
ENSG00000160838	0.1388430078786883	0.3687426408622093	-0.017272727272726662	0.4700404986673963	0.7500487695461233	0.889504132895972	LRRC71
ENSG00000183853	-0.03568912211776177	0.8180973354045306	0.009545454545454746	0.7078411810815588	0.9506915009944598	0.9485439311607512	KIRREL1
ENSG00000158477	-0.062420667240242554	0.6872977411014108	-0.012272727272727213	0.7597882765887216	0.9070945147614078	0.9563829482705996	CD1A
ENSG00000158481	0.1091755632867067	0.48052799873766316	-0.041363636363636935	0.34570085272692885	0.8184597218673909	0.8408732493158335	CD1C
ENSG00000158488	0.16589622423643224	0.28182412829616743	-0.04000000000000048	0.16061206326027086	0.6844578801514225	0.7149538256008812	CD1E
ENSG00000173285	-0.0021149847307462537	0.9891288834997802	-0.029090909090909278	0.6455329602614913	0.9971391742684591	0.9354685038399682	OR10K1
ENSG00000198965	0.054633253113069886	0.7246684278286617	-0.01727272727272755	0.8395079660598591	0.9184994400092916	0.9710078300021514	OR10R2
ENSG00000198967	-0.19463443358517216	0.2054988116316248	0.03090909090909033	0.5493708227772245	0.6063061256947855	0.9103622244510804	OR10Z1
ENSG00000180433	0.2086079939426055	0.17417257071383063	-0.04045454545454508	0.4996553026144681	0.5681243191171075	0.8979164402057075	OR6K6
ENSG00000163565	0.0023968136849604853	0.9876803744499802	0.0909090909090926	0.21081900746013113	0.9969959703442635	0.755162289579637	IFI16
ENSG00000179639	0.4264608121930206	0.003893807564989496	-0.1186363636363641	0.08125004169365868	0.07956241022199724	0.6125862250030486	FCER1A
ENSG00000196184	0.10597033094227132	0.49358178602829694	-0.0018181818181810527	0.9708342903400109	0.8242172493928901	0.9959719132648239	OR10J1
ENSG00000132703	-0.13528189553419515	0.3812693412106025	-0.04227272727272835	0.47313715959088143	0.7587346345723918	0.8902769538099433	APCS
ENSG00000158716	0.2472747994977922	0.10560702392213588	-0.05636363636363573	0.1621002700218783	0.45199085195838307	0.7170322427983891	DUSP23
ENSG00000181036	0.025159695391769592	0.8712179791745966	-0.013181818181819516	0.7157556197899158	0.9675789654816832	0.9491494891623301	FCRL6
ENSG00000158714	-0.08133180822945818	0.5996986754281048	0.004999999999999005	0.8664986847940227	0.8740999128976994	0.9749846089816454	SLAMF8
ENSG00000224259	-0.11539683192166295	0.45571754970962786	0.11090909090908996	0.07778436245743199	0.8042990882356348	0.6084095944085768	LINC01133
ENSG00000018625	0.1569720984262	0.3088750321340168	-0.05681818181818166	0.6162135379958251	0.7051735905328125	0.9294302671567176	ATP1A2
ENSG00000132681	-0.16494759126659397	0.28462363354157444	0.012272727272729433	0.5330797621352077	0.6858476133884835	0.9045452421690996	ATP1A4
ENSG00000143318	-0.4157723435199335	0.00500306944187648	0.09318181818181515	0.019044809279003	0.09302317250404234	0.48166353381132665	CASQ1
ENSG00000162734	0.18730171085637015	0.22342873470174351	-0.011363636363637575	0.8825301507569412	0.6272586614659312	0.979336739336526	PEA15
ENSG00000171786	0.20033189018595357	0.19228142728161732	-0.05227272727272769	0.17649945689688967	0.5912620202605023	0.732195336198111	NHLH1
ENSG00000162738	0.21272332009845116	0.16563963702819734	-0.013636363636363669	0.5997546658174342	0.5548295628089541	0.9246283613902156	VANGL2
ENSG00000026751	0.05471432571643479	0.7242759175514502	0.013636363636364113	0.6263999778241198	0.9184662166652015	0.9313487853256206	SLAMF7
ENSG00000122224	-0.046522675923771475	0.764272554039979	0.005454545454545379	0.8204316315758033	0.9320811470615418	0.9684723920518192	LY9
ENSG00000162755	-0.006877338601176434	0.9646602603393446	-0.007727272727273693	0.8321721886061131	0.9915505322953957	0.9702594828228044	KLHDC9
ENSG00000158793	-0.07066790336775201	0.6485095577919892	-0.036363636363636154	0.44417334219276194	0.8921962500678	0.8821147886589	NIT1
ENSG00000143222	0.14009170071543772	0.36440932887910826	-0.11590909090909118	0.07929523283115299	0.7476461181164358	0.6093651167479849	UFC1
ENSG00000143258	-0.005218802729003393	0.9731791897004525	-0.04272727272727295	0.5424773780754878	0.9932686595116789	0.9084593970022862	USP21
ENSG00000143224	0.07986641112757165	0.6063105487490579	0.001818181818182829	0.8967587455127921	0.8768921186258622	0.9817807822630069	PPOX
ENSG00000158864	0.5712473033534015	5.127457502215344e-05	-0.2290909090909068	0.03583189782383823	0.005113473527209302	0.5334363618354611	NDUFS2
ENSG00000158869	0.030266700244537533	0.8453683520611835	-0.07590909090909204	0.34697385245234913	0.9591406150858367	0.8408235618174281	FCER1G
ENSG00000158882	0.6273217530572786	5.189013736548901e-06	-0.1695454545454549	0.05888219700135055	0.0012649662375542542	0.5757661959708662	TOMM40L
ENSG00000143252	0.7146633927893781	5.0685468035597047e-08	-0.45181818181817945	0.00011536791213989926	6.843317961236918e-05	0.33748959897991865	SDHC
ENSG00000143226	0.16567380390845654	0.2824788902786794	-0.08409090909090988	0.3148349204251963	0.6849108277623125	0.8276145759028074	FCGR2A
ENSG00000162746	-0.14565345140292818	0.34548368472633373	0.017272727272726662	0.3734781894069026	0.735913790572404	0.8561171712772566	FCRLB
ENSG00000081721	0.05053962161787605	0.7445763106356705	0.008181818181817846	0.8475412257979803	0.9251595217526044	0.9714015668803807	DUSP12
ENSG00000152332	-0.25324357082360915	0.09719052852226907	0.06545454545454366	0.23442238234162754	0.4376316461320849	0.7731269550658111	UHMK1
ENSG00000117143	0.09986957177654737	0.5189244002711071	-0.057727272727273515	0.38881956338626344	0.8363784273240102	0.8624492577474656	UAP1
ENSG00000162733	-0.1354193001928498	0.3807813836087617	0.07272727272727231	0.45608303871427747	0.7586237054598167	0.8863119459159653	DDR2
ENSG00000132196	-0.05116542405259409	0.741521908355608	0.021818181818182403	0.5093212147182049	0.924046328395998	0.8984528603752697	HSD17B7
ENSG00000117152	-0.0371781461464822	0.8106441375270781	0.006363636363635017	0.8280440776852771	0.948561726791685	0.9698918686374364	RGS4
ENSG00000143228	0.09495247250464357	0.5398108428441621	-0.0018181818181814968	0.9485955776663992	0.8472467060360132	0.9913515676808955	NUF2
ENSG00000185630	-0.1578947447889713	0.30600411897442464	0.036818181818181195	0.5229927460395875	0.7039297898085323	0.9016372339148255	PBX1
ENSG00000162763	-0.0271156601686815	0.8613004803693949	-0.019090909090909047	0.7262602667122917	0.9636375593729997	0.9503705510574924	LRRC52
ENSG00000143198	-0.13937105447863327	0.36690641571293514	0.043636363636365694	0.43666478709172685	0.7493532009068464	0.8813638848935131	MGST3
ENSG00000215838	-0.014811683751921961	0.9239762238296092	0.061363636363636065	0.25403282092265134	0.9811622409496824	0.7870757410122465	AL451074.1
ENSG00000143179	0.2059104034515548	0.17993485207379942	-0.043636363636364806	0.18779644812957672	0.5763168838684904	0.740054615529935	UCK2
ENSG00000143194	-0.12715735916237023	0.41077469692894475	0.015454545454544721	0.6605486473828373	0.7778527867619849	0.94007539599964	MAEL
ENSG00000198842	-0.2191795311006316	0.15287029059004748	0.03363636363636502	0.7699534550729744	0.5368506083306349	0.9591357731327784	DUSP27
ENSG00000143190	-0.2249259975470435	0.14212527277291198	0.04363636363636214	0.40885144433371745	0.5184087256255508	0.8684691457031839	POU2F1
ENSG00000198771	-0.08106968485861646	0.6008790639623143	0.015454545454544721	0.6981320036110616	0.8745857310445758	0.9482018824871433	RCSD1
ENSG00000197965	0.02231781075661859	0.8856618787298564	-0.023181818181818414	0.6363038497979685	0.9713889455393638	0.9340474342773224	MPZL1
ENSG00000143164	-0.33194568016488213	0.02771294548618084	0.03181818181817775	0.5484401730110908	0.2399692250485674	0.9099368481605696	DCAF6
ENSG00000221545	-0.3262004010077156	0.030697432377863116	0.13318181818181785	0.18795940598743255	0.2530771879268452	0.7393687794467539	MIR1255B2
ENSG00000143155	0.35662826774938017	0.017490914124801114	-0.07090909090909037	0.13143735609955548	0.18915620746673392	0.6781271235330387	TIPRL
ENSG00000207974	-0.05376043260218554	0.7288985579749101	0.1186363636363632	0.03841860189605498	0.9194126834046441	0.5416251409474353	MIR557
ENSG00000143184	-0.060467119167827946	0.6966076888888707	0.028636363636364237	0.39105120773616364	0.91082078034695	0.8635796172854988	XCL1
ENSG00000225826	0.07713732291651665	0.6187070894240687	0.034545454545453325	0.5092436786793162	0.8821727728327582	0.8987677273181858	LINC00626
ENSG00000143153	0.46042151379621343	0.0016616856564843575	-0.1977272727272723	0.052087100996193555	0.04666545062818151	0.5619132124678483	ATP1B1
ENSG00000117475	0.08981318494832725	0.5620655138665557	-0.121363636363637	0.12942574242824656	0.8574857800422239	0.6781136212240548	BLZF1
ENSG00000000460	-0.061520616332554866	0.6915815025054173	0.03136363636363626	0.23030641045669842	0.9085127259916985	0.7702625983871895	C1orf112
ENSG00000203740	0.15778155790095894	0.30635539164518966	-0.048636363636364255	0.2822189711389375	0.7043685923704963	0.8063661698568503	METTL11B
ENSG00000120370	-0.005294560347971242	0.972789995680152	-0.016818181818181177	0.5987661667228128	0.9933335274988672	0.9248102568038375	GORAB
ENSG00000116132	0.08070200169157032	0.6025365093303292	-0.13772727272727092	0.2957853797131265	0.8751837811789092	0.8156520007423089	PRRX1
ENSG00000117501	-0.02941921056983353	0.8496476710440817	0.006363636363636349	0.771739787689677	0.9603951521229858	0.9591146890553855	MROH9
ENSG00000007933	0.06382828781317666	0.6806176182827548	0.07636363636363619	0.43063371857089294	0.9047410206073093	0.878995584179127	FMO3
ENSG00000117507	0.062111863127560486	0.6887664017992552	-0.0018181818181814968	0.9602347685563114	0.9075315580197078	0.9937523972700695	FMO6P
ENSG00000094963	0.3021501653756128	0.046217480558181714	-0.09272727272727366	0.5565150011633144	0.311046479584818	0.9120402708140519	FMO2
ENSG00000010932	-0.004092724080927506	0.9789649360854613	0.006363636363636349	0.838901134447831	0.9948927426421178	0.9710098068997843	FMO1
ENSG00000076258	-0.03315580986424728	0.8308137910482553	0.03409090909090917	0.47482335153665645	0.9562258138019001	0.8908711348125486	FMO4
ENSG00000117523	-0.15301375033778988	0.32138587240903976	0.060454545454547315	0.3926558616203618	0.7172237549298749	0.8626731359570147	PRRC2C
ENSG00000010165	0.11650624470694063	0.45136743453903405	-0.06454545454545535	0.056180951110478966	0.8023497276715744	0.5733070080762366	METTL13
ENSG00000197959	-0.0974095797357675	0.5293232498472775	0.07636363636363619	0.014062071725561627	0.8429215824096729	0.4613410895832854	DNM3
ENSG00000180999	-0.19294419723975256	0.2095394788040008	0.0399999999999987	0.27575399185281246	0.6110378687436155	0.8014628357344866	C1orf105
ENSG00000094975	0.056137391517387863	0.717397647844481	0.006363636363635905	0.8817713709509389	0.9158312251775642	0.9790518157218421	SUCO
ENSG00000117560	-0.004901270173532807	0.9748105340916444	-0.007727272727273249	0.8579286187520264	0.9937779226564757	0.97332836379908	FASLG
ENSG00000117592	0.16308907235753187	0.290160683730209	-0.08681818181818102	0.5116768252699925	0.6906564036930605	0.8988142150859596	PRDX6
ENSG00000076321	0.15078974695984637	0.3285530313890359	-0.04863636363636381	0.3218256865583068	0.7235586959774603	0.8308110678734227	KLHL20
ENSG00000117593	0.49793776962362574	0.0005830516811980423	-0.20636363636363697	0.001855264977081238	0.025021327893369288	0.32241198888841477	DARS2
ENSG00000185278	0.040791194782949465	0.7926291543648244	0.0027272727272729114	0.938322658210303	0.9423712604085482	0.9889179354453728	ZBTB37
ENSG00000152061	-0.22031702344480003	0.1506974480630004	0.03363636363636413	0.26656492070089055	0.5330595744461474	0.7970609008759848	RABGAP1L
ENSG00000116161	0.18031516400883862	0.24148904039158225	-0.0331818181818182	0.4520260968459262	0.6446563706392474	0.8853880205155336	CACYBP
ENSG00000120332	0.043941328464035145	0.7770085500257151	-0.03500000000000014	0.29537426231425923	0.9371300810864669	0.8160568317550572	TNN
ENSG00000116183	-0.15311587043572192	0.3210591574554208	0.04818181818181744	0.07191746955327044	0.7171329004400032	0.5959846202072724	PAPPA2
ENSG00000198797	0.045854518535290024	0.7675634048041848	-0.02363636363636301	0.33695226880476237	0.9334353828811094	0.8373476174516763	BRINP2
ENSG00000075391	-0.11598393162383921	0.45341264828008865	-0.024090909090908497	0.7365258161272956	0.8033005756144258	0.951321004096423	RASAL2
ENSG00000116191	0.14670102386683817	0.3419878252974582	-0.03272727272727227	0.4955195786805191	0.7336311793719122	0.8960807382032219	RALGPS2
ENSG00000116199	0.3802991904435154	0.010881657684895607	-0.09272727272727366	0.056768914569803056	0.14546447500783524	0.5746297511702326	FAM20B
ENSG00000186283	0.406739918849565	0.006145704293188656	-0.08318181818181802	0.014386030860452512	0.104524614102759	0.45993372251851095	TOR3A
ENSG00000057252	0.3464580249204848	0.0212311871880524	-0.05909090909090953	0.11888410464571199	0.2097072580330308	0.6658116798792395	SOAT1
ENSG00000162779	0.008862384585509187	0.9544694289539343	-0.008636363636363331	0.6987248673848465	0.9895946256128215	0.9481267006060167	AXDND1
ENSG00000162782	-0.025006242811665056	0.8719968896581898	0.004090909090908479	0.8295236029623516	0.9677704335934586	0.9698127142606537	TDRD5
ENSG00000143340	0.10011646682647843	0.5178863739630473	-0.02909090909090839	0.334367995678737	0.8367800456411125	0.8372078545154339	FAM163A
ENSG00000143337	-0.1779696902684868	0.24776807699544318	0.061363636363633844	0.5877785808569003	0.6519977942164945	0.9212975219860968	TOR1AIP1
ENSG00000135837	-0.2746176083512014	0.07122715162638533	0.09999999999999787	0.3489950636053806	0.38034042146221947	0.84269656849658	CEP350
ENSG00000116260	0.16398595961574547	0.28747994241602975	-0.01727272727272844	0.7553098468285839	0.6882891760041132	0.9552672165683316	QSOX1
ENSG00000121454	0.16811957906431618	0.27533356271947373	-0.02318181818181797	0.4695316562875185	0.6785530318523172	0.8896922844821897	LHX4
ENSG00000143324	0.20884001593221876	0.17368322949540163	-0.055000000000000604	0.4342079153159695	0.5681118233513398	0.8803531627152473	XPR1
ENSG00000135835	-0.05149523287166937	0.739913759482796	-0.0022727272727278702	0.9224765352294524	0.9232878079370137	0.98625255200995	KIAA1614
